,level_0,index,Unnamed: 0,Unnamed: 0.1,FeatureName,FeatureID,teamID,ReviewID,asin,title,Sentence,CS_SS,p/n
897,1619,1619,1687,1687,compression,20,11,6045992,B00836H2CC,Sony Alpha SLT-A37K ,Perhaps it is due to more efficient JPG compression software.That's all for now.,CS,P
898,1621,1621,1643,1643,compression,20,11,5762603,B007ILK234,Sony Alpha SLT-A57 ,"Thus, below is just a few of the bigger nits i've picked after playing with this system for 1.5 months and comparing to nikon 5100, nikon 600, canon t3i and t4i, pentax k30.The jpeg engine is a joke relative to its peers, even relative to cheap P&S; cams in my estimation and there hv been a ton of complaints on the web from both pros and amateurs on this aspect but sony appears to do little to address it, if its done anything at all.",CS,N
899,1624,1624,1209,1209,compression,20,12,5762498,B007ILK234,Sony Alpha SLT-A57 ,( I work with JPEGs more and don't do RAW shot editing unless it's that important of an event).,CS,P
900,1625,1625,1210,1210,compression,20,12,5762498,B007ILK234,Sony Alpha SLT-A57 ,"This is the most ideal set-up for video, and although the camera itself did not have onboard audio controls, having the H2N was a breeze to integrate with manual recording level controls, compressions/limiting if necessary and a low pass filter...",CS,P
901,1626,1626,1211,1211,compression,20,12,5762514,B007ILK234,Sony Alpha SLT-A57 ,"The shooting speed is excellent, at least twice as fast as rivals and a57 has a HUGE BUFFER SIZE (21 raw+jpeg) that takes fast shooting experience to a higher level.",CS,P
902,1628,1628,1214,1214,compression,20,12,5762514,B007ILK234,Sony Alpha SLT-A57 ,"Image quality of Sony sensor's are much superior to canon's.even with extra half stop light canon iso performance is no better than sonyin terms of Dynamic range and color depth sony really puts a shame even canon's pro sensors.much better video with full-time PD autofocus.much better build quality, much faster, and 5 times larger raw buffer kicks canon out of game.Cons of A57:can't choose ISO other than power of two (x 100).Not-so-good Jpeg engine without opportunity turning of NR.No auto ISO in manual mode.No hope that sony will ever do firmware upgrade.EVF refresh rate still has to be improved.EVF dynamic range isn't match of sensor's DR.Aperture limitation on Video (when using AF).Bracketing has only two options 0.3 and 0.7 EV.Most of features doesn't work when you shoot RAW+jpeg (it's soo distracting).ISO buttons location is far from perfect.Why the ""?""",CS,P
903,1630,1630,1217,1217,compression,20,12,5762572,B007ILK234,Sony Alpha SLT-A57 ,I read that the contrast and colors are much nicer + low light is better in a57 vs a65 - Mainly because of JPEG processing improvements.,CS,P
904,1632,1632,1219,1219,compression,20,12,5762608,B007ILK234,Sony Alpha SLT-A57 ,"As with all SLRs, I recommend shooting in RAW+jpeg mode, which means having a large card available.Everything I've mentioned so far applies to both the A55 and A57.",CS,P
905,1633,1633,1220,1220,compression,20,12,5762614,B007ILK234,Sony Alpha SLT-A57 ,"These files are much more efficient in file size while maintaining similar compression quality, allowing over three hours of video on a 32 Gig card.",CS,P
906,1637,1637,942,942,compression,20,12,5013715,B005IXKLV2,Sony Alpha SLT-A65VL ,"It normally sells for $35.The SD card is fast, and can hold about 600 RAW + Jpeg shots, or a couple thousand JPEG's.Between all of the different cleaning kits this came with, I have enough microfiber cloths to last me a lifetime.My favorite thing is probably the mini tripod, which is great for use on a tabletop.Everything came well packaged.I could not be happier with all of the extras in this kit.",CS,P
907,1638,1638,1359,1359,compression,20,12,6502764,B0096W1P6G,Sony Alpha SLT-A99V,"The on-screen functions aren't customizable (as far as I can tell so far), so when you press the Fn button, the icons you see around the edge of the frame are always there, including gimmicks like smile detection and ""artistic"" modes that would only affect your footage if you were shooting JPEG images.",CS,P
908,1639,1639,1363,1363,compression,20,12,6502786,B0096W1P6G,Sony Alpha SLT-A99V,"A lower-noise camera with a wider dynamic range (the A99 records 14 bits) has more to work with when converting raw data to jpeg; for example, you can impose stronger DRO levels to illuminate shadows without blowing out highlights.",CS,P
909,1642,1642,1369,1369,compression,20,12,6502791,B0096W1P6G,Sony Alpha SLT-A99V,"Way oversaturated jpegs when converting.-AF does not fully work with all alpha mount lenses and apparently that won't change.Good stuff:ISO outrageously goodIn camera jpegs outstanding.shutter really quiet and fastergonomics good.ConclusionNever tried the video, not what I wanted the camera for.",CS,P
910,1644,1644,1012,1012,compression,20,12,5418743,B006K551LM,Sony Bloggie Live(MHS-TS55) ,"In all, I'm suspecting that the higher compression necessary in the 1080 and 60p modes reduces some of the benefit you'd otherwise get.",CS,P
911,1645,1645,803,803,compression,20,12,4130718,B004H8FND0,Sony Cyber-Shot DSC-HX100V ,"Like all compact or ""bridge"" digital cameras, the smaller sensor limits image size and quality, though the jpegs on the HX100 are adequate.Did I mention that the documentation is bad?",CS,N
912,1646,1646,393,393,compression,20,13,4130688,B004H8FND0,Sony Cyber-Shot DSC-HX100V ,"I didn't expect this camera to compare, but it is better than my expectations.On the plus side;The camera is comfortable in my hands.The battery life combined with an 8 gig card provides a good amount of shooting.The images are sharp [the image stabilization works] and the color is good.The exposure is good, and in tough lighting the HDR feature saves the day.High speed shooting is HIGH SPEED.I have made usable prints up to 8 x 10.The negative;The auto focus does not work well in low light.Manual focus is slow because of the amount of rotation needed.JPEG only file format limits post processing.I have not tried all the features.",CS,P
913,1647,1647,394,394,compression,20,13,4130831,B004H8FND0,Sony Cyber-Shot DSC-HX100V ,It will last for an entire day and you can capture more than 400pics.Cons: Only one file format(JPEG)Zoom capability can be extended moreUSB charging should be provided.,CS,P
914,1650,1650,1017,1017,compression,20,12,5419385,B006K551WQ,Sony Cyber-shot DSC-HX20V ,The only downfall is that you can't shoot pictures in the RAW format (just jpeg).,CS,N
915,1653,1653,1016,1016,compression,20,12,5419353,B006K551WQ,Sony Cyber-shot DSC-HX20V ,"It's like comparing the old film 35mm cameras to the APS-C size film cameras.And for those that want to do a lot of post-processing, the RX100 can save the pictures in JPEG and RAW at the same time.Updated Review:Absolutely impressive point and shoot that exceeds performance and quality of lots of DSLRs.I'm a Pro-sumer with extensive photography experience with Nikon and Canon SLRs and DSLR.",CS,P
916,1655,1655,1086,1086,compression,20,12,5563680,B0072DKWQ0,Sony Cyber-shot DSC-HX30V ,"Next best thing to a remote.Cons:- For a medium sized pocket camera, the pictures are good, but the compression artifacts seem to appear at lower magnification than another camera (Lumix) at comparable megapixel/zoom/iso/etc settings.- Moving videos, when recorded in some interlaced mode, show drastic interlacing.",CS,P
917,1656,1656,1087,1087,compression,20,12,5563743,B0072DKWQ0,Sony Cyber-shot DSC-HX30V ,"- However, the WIFI upload will compress the pictures to 2MP resolution!- Face Detect works really well and there is a also a self-timer to shoot 2 seconds after a one/two faces are detected; it can detect up to 8 faces to correctly focus/set correct exposure on them.- Digital leveler (so that you know your composition is perfectly horizontal and not tilted)- Good Macro- In playback video mode, I do like that you can use the wheel dial to fast forward/rewind frame by frame and fast forward up to 4xWith the Sony HX30V, in playback mode, you can zoom out 3 times; if you zoom out once, it'll display 4x4 rows of thumbnail pictures (16 pictures); zooming out again will display 5x5 (25 thumbnails); zooming out a third time will show a nice calendar display where you can easily select the date/album of the pictures.With the Canon S100, playback will display 2x2 (4 thumbnails), 3x3 (9 thumbnails), 6x6 (36 thumbnails), 10x10 (100 thumbnails) and using the custom front ring allows one to jump between dates(but no calendar display like on the Sony)The Canon is able to display the thumbnails much faster than the Sony.Cons:============================================================- 18MP hurts the quality (the S100 has better detail)- Although 1080 resolution and smoother frame rates, the colors and detail seem rather faded compared to S100- Does not seem to have a trim/combine video editing feature in playback mode (you can with the S100)- No manual whatsoever for video recording (S100, you can lock the focus before recording)- No aperture/shutter priority manual control- No custom self-timer setting; max is 10 seconds or 2 seconds.",CS,P
918,1657,1657,1089,1089,compression,20,12,5563819,B0072DKWQ0,Sony Cyber-shot DSC-HX30V ,"I suspect that Sony purposely avoids using uncompressed PCM audio (or even superior audio formats such as AAC) for the sake of conserving available memory space, but at the expense of audio quality.",CS,P
919,1658,1658,1091,1091,compression,20,12,5563819,B0072DKWQ0,Sony Cyber-shot DSC-HX30V ,"Even the Casio EX-ZR100 has better audio (less audio compression and uses the superior AAC format), but does not have Sony's noted strengths, either.",CS,P
920,1660,1660,61,61,compression,20,13,3013962,B00328HR76,Sony Cyber-shot DSC-HX5V ,"It is the standard for high definition recording, as its compression is more efficient than motion JPEG and you can record for longer periods.",CS,P
921,1661,1661,451,451,compression,20,13,4160808,B004HYFX0C,Sony Cyber-shot DSC-HX9V,* Connects to computer through proprietary USB cable* Aggressive noise reduction and compression - Canon has significantly better image quality.,CS,N
922,1663,1663,454,454,compression,20,13,4160956,B004HYFX0C,Sony Cyber-shot DSC-HX9V,"Keep in mind that Flickr is not the place for video (very poor compression with all kinds of artifacts - not representative of the camera), so don't even click on any of those.",CS,N
923,1665,1665,456,456,compression,20,13,4161011,B004HYFX0C,Sony Cyber-shot DSC-HX9V,"Compared to my old Canon SX1 IS, which uses the less-compressed .mov format (which is still my reference camera for audio quality), the sound quality is definitely inferior.",CS,N
924,1666,1666,811,811,compression,20,12,4160867,B004HYFX0C,Sony Cyber-shot DSC-HX9V,"its more like 2.2D- the background blurring function has noticeable negative artifacts- HDR should be on the rotating option wheel, I use it all the time- fireworks setting results in horrible fireworks shots, other settings work much better- pet setting doesn't do anything noticeable- 16mega pixel my arse; images have terrible jpeg compression artifacts (all Cybershot cameras do)- needs color-enhancement setting- no RAW format- no selectable flash brightness- battery door opens by itself occasionallyedit: The cable connection to download pictures is horrible.",CS,N
925,1668,1668,1511,1511,compression,20,11,4160772,B004HYFX0C,Sony Cyber-shot DSC-HX9V,"I was very happy with this for almost a year, but the limitations of this camera quickly became apparent.The single biggest problem is the JPG compression.",CS,N
926,1669,1669,1512,1512,compression,20,11,4160772,B004HYFX0C,Sony Cyber-shot DSC-HX9V,"It does a lot of noise reduction, and then it compresses it way more than necessary.",CS,N
927,1670,1670,452,452,compression,20,13,4160892,B004HYFX0C,Sony Cyber-shot DSC-HX9V,By the time you are zoomed out all the way the aperture is at 6Closeup photos in good light are good but with the 3.3 aperture and excessive jpeg compression the photos in low light and indoors look like watercolors at 100% crop.,CS,P
928,1673,1673,460,460,compression,20,13,4161014,B004HYFX0C,Sony Cyber-shot DSC-HX9V,"Offer a menu with selectable compression option for those who prioritize detail over fast write speed.4) I love the superior auto mode, but the auto scene selection is not always consistent.",CS,P
929,1675,1675,813,813,compression,20,12,4161010,B004HYFX0C,Sony Cyber-shot DSC-HX9V,Apparently the remarkable shooting speed in the camera is thanks to some clever compression algorithms that must be decompressed before viewing later.Apparently PMB software is strictly for the PC.,CS,P
930,1677,1677,632,632,compression,20,12,393528,B0001G6UCA,Sony Cybershot DSCP73,"It's almost 2013 and mySony Cybershot DSCP73 4.1MP Digital Camera with 3x Optical Zoomis still a great digital camera that takes good quality digital photos (JPEGS) and movies (MPEGS) and is fully functional after about 8 years of steady use.Even at 4.1 mega pixels, The quality is much better than a ""laptop or phone camera"".",CS,P
931,1682,1682,806,806,compression,20,12,4132167,B004H8FNLW,Sony Cyber-Shot DSC-W560,"And on an 8.5 x 11 you might get a not bad print, but go any larger and one of the major problems with this camera, forced very lossy compression become obvious.This camera is a pile of good hardware straitjacketed in the mentality of the $40 camera you bought at CVS.",CS,N
932,1683,1683,398,398,compression,20,13,4132063,B004H8FNLW,Sony Cyber-Shot DSC-W560 ,"The Sony DSC-W560 Cyber-shot camera will grab images with ease.Point & Shoot .... move on with your life, .... & import the files with a click.Hi-Def 1920x1080 jpeg files are full of details.The package has Sony's PMB software, .... that works OK too.4x Optical zoom is far out.Purchased camera at Best Buy for a few bucks more than Amazon.",CS,P
933,1684,1684,805,805,compression,20,12,4132167,B004H8FNLW,Sony Cyber-Shot DSC-W560 ,"But unlike an 8MP photo, you have all these visual artifacts (strange, jaggedy shapes or color modifications caused by the heavy compression), Good luck making a really nice print that's larger than a postcard with these.",CS,P
934,1685,1685,1029,1029,compression,20,12,5421050,B006K554UU,Sony Cyber-shot DSCW650 ,"Perhaps part of the problem is excessive or sloppy jpeg compression, but the camera seems to have no setting that would allow you to capture raw images even if you wanted to.The camera says it has 5x optical zoom, but fully zoomed, the pictures looked like taken through a fog that wasn't there.The camera has ISO settings up to 3200, but at 800 the quality is already so bad you might as well not bother (unless it's something urgent to photograph and you don't care about quality.)",CS,N
935,1686,1686,1028,1028,compression,20,12,5420948,B006K554UU,Sony Cyber-shot DSCW650 ,"8/5x11"" - letter size prints were fair at best at all ISO settings... JPEG picture quality is very soft and grainy looking at all resolution settings.... 5X7"" seems the largest acceptable prints size.I am a Leica owner (film) 2 bodies and half-dozen lenses.",CS,P
936,1688,1688,1021,1021,compression,20,12,5420001,B006K553LU,Sony Cyber-shot DSC-WX150,"The camera does a lot of smart processing of images, there is no raw or less compression settings, so you're basically stuck with this whether you like it or not - Ideal for anyone who who's not into post-processing.",CS,P
937,1689,1689,1022,1022,compression,20,12,5420105,B006K553LU,Sony Cyber-shot DSC-WX150,"Unfortunately, there is no way to set the quality of the photo or the amount of JPEG compression (like you can on theCanon PowerShot SX130IS 12.1 MP Digital Camera), so if you want to shoot extremely high-quality images for any reason, this camera won't work for you.",CS,P
938,1691,1691,1580,1580,compression,20,11,5420118,B006K553LU,Sony Cyber-shot DSC-WX150,You also notice when you zoom in that the compression on the images is very high - sharp detailed pictures start to look like oil paintings!Dont get scared if you are just uploading pics to facebook or just trying to capture the moment.,CS,P
939,1693,1693,1026,1026,compression,20,12,5420646,B006K554BE,Sony Cyber-shot DSC-WX50 ,"Images are ok for use on Facebook or Picasa but are really washed out under florescent or indoor lighting.Pros:Really easy to use, just put it in one of the intelligent modes and off you goReally light and smallSurprisingly, the battery lasts more than 200 shotsPretty fast and pretty blur-free action shotsThe panorama mode was really cool, especially when shooting landscapesCons:Low-light images (even with flash) are really washed outThere is no way to control the flashImages may appear overexposed on the LCD screen, but actually looked accurate when viewed on the monitorImage processing is a bit slower than what I'm used to, but to compensate I just put it in burst-mode most of the timeEdit:Had to knock off one more star...there is a lot of details lost in the images, and there seems to be no way of turning off compression or noise reduction.",CS,P
940,1694,1694,1427,1427,compression,20,11,336412,B0000C8817,Sony DSC-F828 ,"I purchased a 828 when they first came out and had a lot of success with making greatjpegs, but it was a point and shoot and could not capture some of the things I wantedso I have several high end SLRs and they are the best, but for good still picturesclose the 828 is a great camera.This one that I purchased from Amazon seems to be in good working order, I have madesome very good photos already and will keep it a long time.",CS,P
941,1698,1698,1844,1844,compression,20,11,6521699,B0097CXFCC,Sony DSC-RX1/B ,I shoot only in JPEG and the quality when compared to the Sony a65 is incomparable.,CS,N
942,1702,1702,1374,1374,compression,20,12,6521715,B0097CXFCC,Sony DSC-RX1/B ,"I've been shooting the RX1 for a day now since it arrived and have been looking for a reason to send it back.I sold my Nikon D700 and lenses simply due to size and weight as I travel a lot for work and this is a hobby.I made the change to the Fuji X-Pro1 and picked up the primes they had available and loved the quality of the jpegs and the lighter smaller overall kit.But then that started to feel bulky so in came the X100 which is a great camera no matter if it is your only camera or one of many.Then the X-E1 showed up roughly the same size as the X100 but with guts of the X-Pro1 minus the OVF.Then I realized I had simply traded my huge Nikon kit for a somewhat smaller one that came with many trade-offs you'll know all about if you are a Fuji-shooter.Then this piece of insanity got announced and I couldn't stop thinking about having basically a D600 sensor in a camera smaller than my X100.So it showed up yesterday and I have been walking around the house and yard with the X-E1 with the 35mm 1.4 and the RX1 taking the same pictures in the same mode and comparing them.There is simply no comparison.No need to zoom in or 'pixel-peep' to see the difference that a FF sensor brings.Every picture is just so much richer.Depending on your point of view, it is either a bargain or over-priced.For me it is definitely not going back while my Fuji-kit now moves on to ebay.This is a Leica M with AF in an even smaller package at a 1/4 the cost of an M with a 35mm lens.This is the camera I wanted all along.Can't wait for the case and EVF now.",CS,P
943,1703,1703,1375,1375,compression,20,12,6521756,B0097CXFCC,Sony DSC-RX1/B ,i compared both raw and jpeg images from rx1 to the x2 and for my money the sony is superior.,CS,P
944,1704,1704,1376,1376,compression,20,12,6521763,B0097CXFCC,Sony DSC-RX1/B ,I don't have the time or inclination to process RAW files and expect my cameras to produce great JPEG files with only minimal if any tweaking.,CS,P
945,1705,1705,1846,1846,compression,20,11,6521700,B0097CXFCC,Sony DSC-RX1/B ,").11) Decent flash.12) Nice JPEGs vs. the competition - Sony's stay fairly sharp to 3200 at least, while Nikon and (to a much lesser extent) Canon default JPEGs are losing detail at those ISOs.",CS,P
946,1706,1706,1847,1847,compression,20,11,6521700,B0097CXFCC,Sony DSC-RX1/B ,"Adjustable NR on high ISO images in JPEG - setting to LOW can help to preserve details.13) ISO scale goes all the way down to 50 and all the way up to 25,600 (ISO 50 is useful in bright light to get super clean noise free images).14) More standard ISO hot shoe (but see cons) - can be adapted to older Sony flashes with neat accessory from Sony.",CS,P
947,1708,1708,2421,2421,compression,20,1,6521702,B0097CXFCC,Sony DSC-RX1/B ,"If you want confirmation, do a search on Flickr for ""Sony RX1"".Very customizable, with three memory banks for your preferred settings.It is a lot lighter that a DSLR and lens, so  great for travel.I think the color rendition, both in JPEG or RAW, is just terrific.",CS,P
948,1710,1710,2312,2312,compression,20,11,7655672,B00FRHTSMW,Sony DSCRX10/B ,"Using center focus fixed the problem -they look great now.Update#2The manual says ""This camera is designed to be dust and moisture-resistant, but is not waterproof or splashproof"".Update#3I found that for low light conditions there doesn't seem to be any benefit in using RX10 CIZ mode @2X200mm (versus cropping @200mm) it just creates a more noisy image and the size of the jpeg file can be as high as 18MB.",CS,N
949,1718,1718,1249,1249,compression,20,12,6104399,B00889ST2G,Sony DSC-RX100/B ,"My brother has the Canon S100 so i've played with it a few times.This sony has many limitations compared to other camera's in the same class, but what separates it from them is its image quality at the wide end.Zooming in at 100%, raws come out noticeably batter than jpegs.I did a crazy comparison where i shot my eye with the sony using flash at the wide end stopping down at f5 and setting the iso at 80 and compared the shot with another one taken with my 5D MK III using the canon 24-70 @ 70mm, iso 50, f8 and a 430ex (i had three trials until i nailed the focus right since it's so hard to hold the whole setup and shoot myself).",CS,N
950,1719,1719,1271,1271,compression,20,12,6104704,B00889ST2G,Sony DSC-RX100/B ,Odd restriction.Another odd restriction is all the JPEG-only things can't be done in RAW + JPEG.,CS,N
951,1721,1721,1275,1275,compression,20,12,6104835,B00889ST2G,Sony DSC-RX100/B ,Most are restricted to JPEG.,CS,N
952,1722,1722,1278,1278,compression,20,12,6104835,B00889ST2G,Sony DSC-RX100/B ,"Compare this to 5MB JPEGs, and you know why I always toggle between "" I want highest quality whatsoever"" and ""do not fill up  your time mashine backup unwarily"".One weekend I did not use the camera, and the battery was drained afterwards.",CS,N
953,1724,1724,1250,1250,compression,20,12,6104412,B00889ST2G,Sony DSC-RX100/B ,"It makes the flash on this camera a pleasure to use.As for all those complaints about RAW conversion and stuff - it doesn't matter to me as I'm perfectly content with the JPEG pictures.That said, what I don't really like are:1.",CS,P
954,1725,1725,1251,1251,compression,20,12,6104454,B00889ST2G,Sony DSC-RX100/B ,I tried the various options and only the HDR really compresses the range but of course you need a stationary camera and subject to take advantage.,CS,P
955,1726,1726,1253,1253,compression,20,12,6104454,B00889ST2G,Sony DSC-RX100/B ,"You can almost eliminate this, while still taking advantage of the features that only work with jpegs by going to Menu - Creative Style and reducing the excessive sharpening, which really isn't needed with this camera.",CS,P
956,1727,1727,1254,1254,compression,20,12,6104465,B00889ST2G,Sony DSC-RX100/B ,"Even right out of the camera JPEGs, without any post processing, look a notch or two or five better than your typical small camera.With my largish hands I found the handling a bit ""fiddly"" and mildly uncomfortable, YMMV -- between the large lens area on front, the large (awesome even in the bright sun) rear display taking up so much real estate, and lack of a front grip this camera may not be the one-handed dreamcam you think it can be (optional grips to help run $30+).",CS,P
957,1730,1730,1258,1258,compression,20,12,6104469,B00889ST2G,Sony DSC-RX100/B ,I find that the automatic settings that SONY uses to make a JPEG are as good or better than what I can do manually using their software.,CS,P
958,1733,1733,1264,1264,compression,20,12,6104569,B00889ST2G,Sony DSC-RX100/B ,"I really do love it, and feel like I have the quality of a DSLR in a size that fits in my pocket.EDIT: I've realized that Amazon compresses the images uploaded, which really kind of kills some of their pop.",CS,P
959,1734,1734,1265,1265,compression,20,12,6104658,B00889ST2G,Sony DSC-RX100/B ,"Bottom line: the photo quality is great.Pros.SmallQuick to focus and quick between shotsExcellent lens with decent zoom rangeGood JPEGS and very good RAW filesNice controls and the front adjustment ring helpsWell builtExcellent manual controlsThe first pocket camera with good manual focusConsSony's menu's are a bit confusingSomewhat limited battery life, though par for the categoryNo manualSlow aperture at full zoomNo external batter chargerMake no mistake, this is as good as current technology allows for a pocketable camera.",CS,P
960,1735,1735,1266,1266,compression,20,12,6104658,B00889ST2G,Sony DSC-RX100/B ,"If you mostly post your photos online, then the advantage lessens, especially if you shoot JPEG.",CS,P
961,1736,1736,1268,1268,compression,20,12,6104679,B00889ST2G,Sony DSC-RX100/B ,"I personally think they got a good balance between grip and style, because if they had added any more grip it would have ruined that nice sleek design it has, for example if you take a look at theSony Cyber-shot DSC-HX20V, you will see it has a huge grip which whilst gives maximum grip it does overwhelm the side of the camera.Included in the box are the following:Camera | AC adapter | Battery pack | Micro USB cable | Wrist strap | Two shoulder strap adapters | Manual.Things you NEED:SDHC Card(You can choose a different brand/memory capacity, though do remember as this is a 20MP camera, files sizes average around 5MB if your using Jpeg in fine detail, or is around 20MB if using the RAW format (RAW image has a '.ARW' file extension)).Optional:Camera Case (LCJ-RXA)|USB SDHC Card Reader|Spare Battery NP-BX1|HDMI - Micro HDMI Cable|Anti-reflective Screen Protector- - -The main thing I love about this camera is it has modes which are great for people who don't have a lot of knowledge about cameras and just want to point and shoot whilst getting great results, and there are modes for those who know more about cameras and want to go more in-depth with the settings.The modes which I personally think are great for those with limited camera knowledge, I would suggest using the mode dial located on top of the camera to choose one of the following:1) Superior Auto; ""This device beautifully shoots automatically while reducing blurring and noise"".My opinion: I've always had great results with this mode, on most occasions it takes the picture I want it to, though sometimes you may want select a mode in the scene setting to get a little bit extra.- - -2) Intelligent Auto; ""Automatically identifies the scene's characteristics and shoots a photo"".My opinion: Pretty much the same scenario with the superior auto, it takes fantastic shots most of the time, though I haven't really noticed the difference between both of them, this may be because I haven't had the chance to test them in many varied locations.- - -3) Scene Selection; Here you can select different pre-setting modes to get the most out of certain scenarios:- Portrait; ""Emphasizes subject by blurring away background.",CS,P
962,1737,1737,1269,1269,compression,20,12,6104701,B00889ST2G,Sony DSC-RX100/B ,"Certainly the RX100 has more pixels though the LX7 seems to have the better lens (and certainly brighter across the full zoom range) and 24mm is useful to me, JPEG color is also 'better', there are more video options and according some reviewers, slightly better video quality in the LX7, but....The Sony is an object of beauty and by comparison the Panasonic is a stylistic mess, right down to its removable lens cap and though both cameras have metal bodies, the LX7's feels like plastic.",CS,P
963,1739,1739,1274,1274,compression,20,12,6104830,B00889ST2G,Sony DSC-RX100/B ,The JPEGs are quite good for now.One of the best features is the pop up flash which can be tilted backward (you have to manual hold it in place) for bounce flash.,CS,P
964,1740,1740,1276,1276,compression,20,12,6104835,B00889ST2G,Sony DSC-RX100/B ,"I would like to have available the auto-HDR or long exposure noise reduction as well for RAW, but OK. And the quality of JPEGs is amazing.",CS,P
965,1741,1741,1277,1277,compression,20,12,6104835,B00889ST2G,Sony DSC-RX100/B ,"I compared a RAW and a JPEG side by side in Lightroom: there is some more sharpness with RAW, yes, but JPEGS are still impressive, and those many creative modes are fun to play with.",CS,P
966,1742,1742,1279,1279,compression,20,12,6104844,B00889ST2G,Sony DSC-RX100/B ,"Since Adobe released Lightroom 4.2 RC, Raw file can extract more details for high ISO setting, but jpeg out of camera is better than what I expected as well as the vignetting, distortion, purple fringe compensation.Cons:1.front dial is smooth, the smooth dial is excellent for manual focus, but I prefer tick dial to adjust values.2.modal dial is a little tighten to turn.4.no dedicate on/off button for flash.",CS,P
967,1743,1743,1694,1694,compression,20,11,6104378,B00889ST2G,Sony DSC-RX100/B ,"But if you have a very large hands it may be too small for you.- Auto mod: Sony is better, colors and sharpness are very good in JPEG, did not feel a need for RAWMy conclusion:  G1X will be listed on eBay shortly.",CS,P
968,1745,1745,1696,1696,compression,20,11,6104530,B00889ST2G,Sony DSC-RX100/B ,"Like most, I have found the Sony RX100 to be fast, small, easy to use, highly customizable (RAW + JPEG, manual modes, all the most modern shooting modes), well crafted, and capable of producing images of very high quality.What I will try to articulate is perhaps a fresh perspective on this wonderful camera, particularly for those who travel, who like to shoot without drawing a lot of attention to themselves, or who are recently returned to serious photography, which I define as shooting with an eye towards attaining high quality images.",CS,P
969,1746,1746,1697,1697,compression,20,11,6104530,B00889ST2G,Sony DSC-RX100/B ,"Paramount would be the ability to acquire high quality images - rich, accurate colors, high resolution, RAW and JPEG formats, and nice dynamic range - using the smallest possible package.",CS,P
970,1747,1747,1699,1699,compression,20,11,6104710,B00889ST2G,Sony DSC-RX100/B ,"It is possible that if I spent a few months in Photoshop working with the Canon RAWs that I could eventually produce some great JPEGs, but I'm not planning on living to 225 years of age.I also have a Sony NEX-6 and like the results from that camera and especially its flip-up rear screen, but it is not as pocketable and does not have a motorized lens cap so the RX100 wins for convenience.As the founder of photo.net it is kind of embarrassing when people admire a photo from Antarctica and ask what exotic camera it was taken with and the answer is ""A Sony point-and-shoot"", but the JPEGs don't lie!",CS,P
971,1748,1748,1700,1700,compression,20,11,6104712,B00889ST2G,Sony DSC-RX100/B ,"The RX-100 allows the photographer to control the shutter speed, aperture, ISO, auto-focus area, etc., and creates RAW format images, in addition to the less useful JPEG images.",CS,P
972,1749,1749,2184,2184,compression,20,11,7407769,B00DM8R866,Sony DSC-RX100M II ,"The JPEG rendition in the Canon is richer with better noise handling, while the RAW shows the larger sensor's benefits.",CS,P
973,1750,1750,2185,2185,compression,20,11,7407830,B00DM8R866,Sony DSC-RX100M II ,"This is better than the 28mbps at the 60p setting, as each individual frame is less compressed or has more color to it.",CS,P
974,1751,1751,2186,2186,compression,20,11,7407851,B00DM8R866,Sony DSC-RX100M II ,"Oh, the camera in the bag is always with me when I go out, attached to the belt.-  Hot shoe for adding accessories later on:  I am very curious about the EVF and mic, but they will have to wait until I have settled down with the camera as is, and until I can justify and afford the extras.-  RAW capability, but JPEGs are quite good.",CS,P
975,1752,1752,2187,2187,compression,20,11,7407864,B00DM8R866,Sony DSC-RX100M II ,"(I used automatic, panoramic and only shot jpeg).",CS,P
976,1753,1753,2189,2189,compression,20,11,7407896,B00DM8R866,Sony DSC-RX100M II ,"I have found that one can use this Sony camera with presets, which are very good, or with all manual settings in JPEG or RAW or both.",CS,P
977,1754,1754,2538,2538,compression,20,1,7407818,B00DM8R866,Sony DSC-RX100M II ,Some nice features (many) do not work for raw; only jpeg.,CS,P
978,1755,1755,2539,2539,compression,20,1,7407833,B00DM8R866,Sony DSC-RX100M II ,"It does a great job of handling higher ISO, I love that it has manual controls and that you can shoot in RAW if you want, or you can shoot smaller jpegs if you want, too.",CS,P
979,1756,1756,2540,2540,compression,20,1,7407880,B00DM8R866,Sony DSC-RX100M II ,It all generates very clean RAW files and jpegs taken under good light that are properly exposed are good as well.,CS,P
980,1761,1761,2747,2747,compression,20,1,7819950,B00K7O2DJU,Sony DSC-RX100M III ,Both construction and design are both tops The new DSP and sensor are amazing togeather and allow for all the new formats for video as well as real burst shooting of photos in both RAW and JPEG.,CS,P
